age,income,employment_type,loan_amount,tenure_months,emi,credit_history_months,active_loans,past_delinquency,new_device_flag,kyc_mismatch,recent_txn_velocity,emi_income_ratio,loan_income_ratio,default
55,45020,self-employed,98197,9,11559,22,4,1,0,0,34,0.25675948449186053,2.1811403341397617,1
30,37653,student,96410,9,11190,48,2,1,0,0,30,0.2972086351078937,2.5604828179671553,1
32,11832,salaried,51327,12,5034,13,1,0,0,0,35,0.42552239877109926,4.33797591338001,1
30,54360,salaried,12485,12,1664,34,1,0,0,0,11,0.03062460881444939,0.22967160730643227,0
54,12632,self-employed,86948,6,14884,52,2,1,0,0,4,1.1782574232870857,6.88274516028736,1
44,25502,self-employed,93231,6,16169,15,2,0,0,0,47,0.6340495338117759,3.65580353471157,1
48,33207,self-employed,50302,6,9030,59,2,0,0,0,22,0.2719347252048319,1.5147723332439806,1
42,10695,salaried,96819,6,16601,56,1,0,0,0,22,1.5521862449061954,9.052085906616723,1
36,23490,salaried,19586,6,3901,12,0,0,1,0,32,0.166097665986403,0.8337781676385568,0
33,43672,salaried,44932,12,4157,57,3,0,0,0,32,0.09519099792552466,1.0288443383783417,0
56,34800,salaried,8980,12,1609,20,4,1,0,0,20,0.04624257236735684,0.2580442557749876,0
56,36037,self-employed,69076,6,12159,45,1,0,0,0,45,0.33740427389788746,1.9167701264384653,1
43,26274,self-employed,10470,6,2520,48,1,0,0,0,13,0.09592758703199551,0.39847910785014923,0
34,40692,student,13080,12,1885,47,0,0,0,0,12,0.04633606313994917,0.3214334172345327,0
52,35121,salaried,37367,12,3456,45,2,0,0,0,19,0.09841488639134108,1.0639418723382448,0
23,15385,self-employed,68253,12,6300,25,4,1,0,0,19,0.4095242444378621,4.436184445111339,1
47,36986,self-employed,58841,12,5664,32,3,0,1,0,21,0.15313864241104913,1.5908897981276644,1
39,21371,salaried,10764,6,2418,11,1,0,1,1,46,0.11314550917443024,0.5036655991473303,0
42,53465,salaried,92816,12,8181,54,4,0,1,0,27,0.1530218838094135,1.7359993866135928,1
21,34127,self-employed,81240,6,13977,23,4,1,0,1,42,0.40956113155019613,2.3804919926288624,1
25,77822,salaried,85197,9,9682,35,2,0,0,0,25,0.1244178499715815,1.0947553575752353,0
53,54503,salaried,45568,12,4539,34,2,1,0,0,12,0.08328668888420128,0.8360558164135752,0
39,38045,salaried,51004,3,17368,51,0,0,0,0,6,0.4565079302487145,1.3405890355211347,1
56,48692,self-employed,86988,9,10617,33,3,0,0,1,46,0.21805717310886175,1.786488005604021,1
26,10000,self-employed,71974,12,6089,57,3,0,1,0,2,0.6089244426405472,7.1974,1
35,54435,self-employed,26165,6,4484,29,0,0,0,0,40,0.082374912690032,0.48065891090059765,0
56,27695,self-employed,96409,12,8349,28,4,0,0,0,9,0.3014723050437012,3.4810169091248824,1
53,41345,student,58686,9,6661,13,0,0,0,0,20,0.16110622806485383,1.4193877595954694,0
44,29085,self-employed,80630,6,13932,37,3,0,0,0,34,0.47900756830571,2.772156231075486,1
47,30680,salaried,15509,12,1777,42,1,0,0,1,19,0.05792108318446526,0.5055047776796225,0
31,37283,student,26244,12,2835,36,0,1,0,0,27,0.07604899535209238,0.7039129595742314,0
43,41152,salaried,42202,12,3662,44,2,1,0,0,49,0.08900605464722872,1.0255029120584431,0
53,39596,self-employed,73241,12,6422,49,0,0,1,0,47,0.16221000485922116,1.8496948118950778,1
49,39970,student,30020,3,10905,20,4,1,0,1,31,0.27284624037019345,0.7510589636556325,0
51,15614,salaried,81355,3,27678,43,0,0,0,0,17,1.7726006767589322,5.2101347180332755,1
21,74980,self-employed,60923,12,5835,44,3,0,0,0,2,0.07782446594019642,0.812515276562609,0
54,43479,student,6529,6,1839,27,4,0,1,0,39,0.04230518173982768,0.15016201258972073,0
38,46563,self-employed,73540,6,12723,48,2,0,1,0,47,0.2732501027863339,1.5793482859973453,1
38,34900,self-employed,74797,9,8912,37,1,0,1,0,11,0.25536628466783723,2.1431723276082923,1
26,26887,salaried,20656,9,3059,36,3,0,0,0,9,0.11380513743168834,0.7682328977956163,0
21,42265,salaried,35182,6,6585,1,1,0,1,0,31,0.1558084054450553,0.832403971630847,0
50,44339,self-employed,66965,3,22507,10,0,0,1,0,21,0.5076116790227598,1.5102904424852035,1
24,59527,salaried,34971,9,4109,1,3,0,0,0,22,0.06902825153072001,0.5874799968097473,0
52,71164,self-employed,30166,9,3710,40,1,0,0,0,46,0.05214336598798487,0.4238925237669925,0
30,62155,salaried,67539,3,23047,50,1,0,0,0,6,0.37080540972375897,1.086616279171309,0
25,13502,salaried,99134,3,33582,57,3,0,0,0,27,2.48722448192353,7.342135559715079,1
29,33093,salaried,8363,9,1417,21,4,0,0,0,27,0.04284360788244297,0.25270649557342856,0
25,45037,salaried,12548,6,2640,54,4,0,0,0,7,0.05863513686616133,0.2786137720579533,0
31,33995,salaried,79659,3,27169,21,3,1,0,0,28,0.7992039783472588,2.3432070629781054,1
55,39342,self-employed,10956,9,1977,28,4,0,0,0,26,0.050265794066130055,0.2784767815778073,0
47,10000,salaried,5806,6,1518,43,3,0,0,0,10,0.15188079148879768,0.5806,0
24,53713,salaried,69909,6,12068,1,3,1,0,0,39,0.22467707644982515,1.3015237686159442,0
30,11868,salaried,61189,6,10561,7,4,0,0,0,48,0.8899055377304237,5.155722633707201,1
59,16412,self-employed,53135,12,4769,45,1,0,1,0,33,0.29061446051003115,3.237440443306228,1
53,24779,salaried,94957,9,11007,10,2,1,0,0,12,0.44422257952909683,3.83201116552758,1
58,38536,self-employed,96404,12,8691,18,3,1,0,0,6,0.225533713478355,2.501596473030791,1
28,15659,salaried,58703,12,5307,58,2,0,0,0,23,0.3389679191977022,3.748805886181314,1
44,24094,student,80699,9,9688,13,1,0,0,0,17,0.40212420560936585,3.349323891446707,1
59,57234,salaried,70970,12,6295,43,1,0,0,0,13,0.10999605863792494,1.239993399276685,0
53,38314,salaried,71892,3,24349,27,2,1,0,0,42,0.6355135867962033,1.8763607067813712,1
39,46503,salaried,22680,3,7686,23,3,0,0,0,9,0.16529171992482417,0.4877083236700994,0
22,21456,self-employed,97925,6,16580,29,0,0,0,0,1,0.7727739355670514,4.563915223718656,1
31,39192,student,68896,6,11821,14,1,0,0,0,20,0.3016374490545986,1.7578891615257966,1
55,37962,self-employed,30148,9,3579,13,3,0,0,0,40,0.09429499689970927,0.7941625646968343,0
37,28070,self-employed,97193,9,11337,22,0,1,0,0,13,0.403889089266343,3.4624059555175837,1
23,39233,salaried,81716,3,27745,12,0,0,0,0,31,0.707181479910169,2.0827936505545206,1
42,11618,salaried,74387,3,25111,1,1,0,0,0,21,2.161421779467952,6.402670665251975,1
55,46579,student,62896,9,7299,50,4,0,0,0,10,0.15671564040468283,1.3503042763323154,0
41,34007,self-employed,37193,6,6804,23,1,0,0,0,7,0.20007904522916722,1.093667000850483,0
45,36141,salaried,10242,12,1402,48,2,0,0,0,35,0.0388018890543257,0.2833844953276422,0
59,52776,self-employed,80190,6,13872,37,1,0,0,0,25,0.262847299243174,1.5194266331473625,0
22,46480,salaried,37050,3,12765,32,2,1,1,0,5,0.27464328221264916,0.7971084277655165,1
21,35224,self-employed,68695,3,23616,37,4,0,0,0,24,0.6704593211727194,1.9501822937132562,1
27,23251,self-employed,47654,6,8319,19,1,0,0,1,44,0.357808254030736,2.0495277834998182,1
40,59929,salaried,49499,9,5913,47,0,0,0,0,45,0.0986809795108598,0.8259480258731775,0
26,19898,salaried,9558,6,1833,25,1,1,0,0,43,0.0921275476806195,0.48034568072789263,0
56,49440,self-employed,43797,6,8020,44,4,0,0,0,42,0.16222799834420815,0.8858526282087005,0
41,16039,salaried,38081,6,7050,5,4,0,1,0,5,0.43957939529886875,2.374261757554175,1
55,53768,salaried,77584,3,26427,12,1,0,1,0,31,0.4915134563843444,1.442937367200913,1
56,55159,salaried,33240,6,6143,45,2,0,0,0,40,0.11137695434601397,0.6026213725867401,0
28,11310,salaried,16005,6,2942,33,1,0,1,0,15,0.2601575419876014,1.4150146007470612,0
24,46740,salaried,46938,6,7990,11,0,0,1,0,24,0.1709610636427818,1.0042356461369772,0
36,45497,self-employed,42334,6,7546,50,0,1,0,0,35,0.16586859147212699,0.9304675880719788,0
23,50545,student,76019,9,9409,37,3,0,0,0,46,0.1861630893863949,1.5039645407559175,0
27,45478,self-employed,52021,12,4802,14,4,0,1,0,17,0.10560153135410334,1.1438565672926904,0
22,25565,salaried,29862,9,3515,18,0,0,0,0,42,0.13752101148176296,1.1680692712440823,0
21,36741,self-employed,36610,12,4131,24,1,0,1,0,18,0.11244754179891306,0.9964207920659359,0
21,64969,self-employed,19113,3,7029,41,1,0,1,0,7,0.10820017948464947,0.29418329736299026,0
58,23382,self-employed,62514,12,5636,53,2,1,0,0,42,0.24105432073933022,2.6735038455307314,1
27,44842,salaried,43947,6,7692,24,0,0,1,1,21,0.17153642695233573,0.980022032761318,1
44,57268,salaried,8419,9,1445,5,1,1,0,0,25,0.02524776714904988,0.14700847246424595,0
25,25138,salaried,96480,3,32373,36,2,0,0,0,8,1.2877893041014579,3.837906089290462,1
41,18748,student,15510,6,3209,24,1,0,1,0,39,0.1711989843849683,0.8272794058837499,0
48,21008,salaried,29813,6,5369,3,0,0,0,0,33,0.25558639828346774,1.4190946366983324,0
38,45924,self-employed,43760,6,8028,56,1,0,0,0,35,0.17482885419305913,0.9528668335124703,0
44,20880,self-employed,84826,6,14688,3,3,0,0,0,49,0.7034517102031056,4.062364346008526,1
52,37969,self-employed,18930,12,1744,18,4,0,0,0,39,0.045940599445876674,0.498556748131688,0
53,60569,salaried,44585,9,5219,18,3,0,0,0,41,0.08617124880384668,0.7361017645593094,0
30,39230,salaried,29375,9,3556,50,4,0,0,0,20,0.0906663263680702,0.7487819745137341,0
29,28332,self-employed,83884,6,13935,19,1,0,0,0,37,0.4918520435992146,2.9606666403916373,1
53,41881,self-employed,9305,6,1907,2,1,1,0,0,36,0.045537251571376794,0.2221763511921279,0
53,38969,salaried,39741,3,13933,14,4,0,0,0,43,0.35755655101019335,1.0197868783029338,0
27,46789,salaried,24119,9,3369,30,3,1,0,0,43,0.07200564244476362,0.5154748836194213,0
24,64287,salaried,49779,12,4655,6,0,0,0,0,30,0.07240997129859034,0.7743224862862839,0
48,45951,salaried,7437,6,2032,24,4,0,0,0,9,0.044231442307900486,0.161844437681935,0
43,70506,salaried,31506,3,10890,45,4,0,1,0,21,0.15445807097828454,0.4468509115336095,0
52,46829,salaried,85949,3,28973,25,2,0,1,0,8,0.6186973413281912,1.8353590705971325,1
36,28490,student,28575,6,4944,22,1,1,0,0,48,0.1735453094612848,1.0029824253889248,1
30,74324,student,62082,9,7821,47,1,1,1,0,29,0.10523359417235524,0.8352826118519965,1
34,38127,salaried,13452,12,1426,42,4,0,0,0,48,0.03742330839281031,0.3528140828681527,0
59,24176,self-employed,73849,12,6504,58,1,0,1,0,34,0.2690514124709631,3.054563070639548,1
56,74855,self-employed,92496,3,31467,6,4,0,0,0,4,0.4203699447463188,1.2356536089563677,0
54,29003,self-employed,94757,3,32066,31,2,0,0,0,13,1.105632656688373,3.2671169871534946,1
44,28414,salaried,84690,3,28344,20,1,1,1,0,4,0.9975404159009553,2.9805563287047088,1
38,31727,salaried,59503,3,20453,18,4,0,0,0,23,0.644646074779507,1.8754131386332047,1
36,42469,salaried,62035,3,21101,45,0,0,0,0,19,0.49686432911347767,1.4606988926356297,0
57,53962,student,8603,12,1403,54,4,0,1,0,24,0.02600820583856313,0.1594242833166989,0
45,10000,self-employed,83400,12,7189,1,3,0,0,0,37,0.718945691071579,8.34,1
28,53897,salaried,56231,6,9847,26,4,0,0,0,13,0.1827066671626419,1.0432950026467653,0
44,31681,salaried,9495,3,3479,39,3,1,0,0,31,0.10981589772186166,0.2996971688882951,0
40,33806,salaried,58223,9,6959,29,4,0,1,0,44,0.20587084609105452,1.7222385176503092,1
50,65727,salaried,12176,9,1728,35,1,0,0,0,18,0.026298524741436187,0.18524864221086304,0
40,43199,salaried,28124,12,2787,56,3,0,1,0,13,0.0645340053980003,0.6510242089819578,0
38,46715,self-employed,81256,3,27589,25,1,0,0,0,12,0.5905814246233742,1.7393791104296,1
24,39271,salaried,34681,3,11935,47,0,0,0,0,31,0.30391857428361513,0.8831064056714872,0
56,51454,salaried,70149,3,24067,3,4,1,0,0,8,0.4677427123904981,1.3633173158517808,1
26,64270,student,71100,6,12354,58,3,0,0,0,19,0.1922340327426401,1.1062676918037058,0
23,10000,self-employed,14916,3,5264,23,2,0,1,0,39,0.5264734505475663,1.4916,1
38,56269,salaried,50787,12,4793,19,1,1,0,0,35,0.08519579887002952,0.9025708015301771,0
38,63205,student,9971,6,2206,51,1,0,1,0,23,0.034911139425338904,0.15775526872861131,0
43,47515,student,44570,12,4295,14,2,0,1,0,47,0.09040380329788929,0.9380008439700721,0
55,29839,salaried,96692,12,8842,31,4,0,0,0,14,0.2963405497477595,3.2403959087200636,1
26,22715,salaried,74977,12,6729,13,0,0,0,0,16,0.2962522278012856,3.3006377102641338,1
46,75427,salaried,81809,12,7470,36,2,1,0,0,6,0.09903918817683857,1.0846017569093842,0
41,26425,student,61728,12,5426,37,1,0,0,0,15,0.20534018846728377,2.3359480943033684,1
44,62764,self-employed,19523,3,7158,45,0,0,0,0,19,0.11404792619173558,0.3110510171309994,0
35,45857,salaried,20232,6,3547,7,0,1,0,0,18,0.07735137795954175,0.4411911913234618,0
47,70687,salaried,88634,12,7529,43,0,0,0,0,36,0.10652070467991716,1.2538857299314483,0
52,35226,self-employed,17271,6,3061,24,3,0,1,0,24,0.08689986000726653,0.4902899045989203,0
32,15886,salaried,69859,3,23421,24,1,0,1,0,41,1.474298780737256,4.397440620110176,1
25,40032,self-employed,50049,3,17582,34,1,1,0,0,48,0.43921687998054165,1.2502072466640872,0
27,17703,salaried,13413,3,4959,12,0,0,0,0,25,0.28012441930700027,0.7576559758867456,0
42,80155,salaried,73163,3,24661,24,3,0,0,0,33,0.30767477237580765,0.9127586706285489,0
47,49442,salaried,53309,12,4832,59,1,0,0,0,46,0.09773446863451471,1.0782025326795261,0
35,51671,student,44842,6,8263,41,1,0,0,0,7,0.1599280242526543,0.8678208225277482,0
59,51681,student,5618,3,2348,39,1,0,1,0,9,0.04543391542878401,0.10870416112729499,0
55,29596,student,98433,9,11524,26,3,0,0,0,40,0.3893857162651839,3.3258712388913634,1
46,38019,student,86454,9,9965,8,2,0,1,0,16,0.262118270780616,2.273935825102681,1
43,41655,salaried,89035,12,7520,47,1,0,1,0,33,0.18053441588781088,2.1374143931632985,1
33,69158,self-employed,59012,3,20142,44,0,0,0,1,49,0.2912492548571072,0.8532884267365534,0
46,22643,salaried,66439,6,11539,59,0,0,0,0,46,0.5095988536716035,2.9341152666958807,1
23,29071,self-employed,87770,9,10580,33,4,1,0,0,7,0.3639660627586571,3.0191348909548754,1
49,34556,salaried,42206,12,3744,51,2,1,0,0,6,0.10835501450459836,1.2213786085739506,1
22,29895,salaried,30847,6,5659,2,1,0,1,0,34,0.18931646346482187,1.0318344316013384,1
48,18116,salaried,7369,12,1217,39,1,0,0,0,36,0.0672255206746522,0.4067651815554615,0
43,10000,salaried,22385,12,2420,14,2,1,0,0,21,0.24207968479306333,2.2385,1
56,12597,self-employed,28562,3,9984,56,0,0,0,0,36,0.792577586309316,2.267305307095219,1
26,56485,self-employed,88054,12,7761,47,2,0,0,0,48,0.13740553819653603,1.5588793499292268,0
31,39876,self-employed,91877,12,8106,50,2,0,0,0,3,0.20328907705073052,2.3040262112313648,1
58,52533,salaried,54749,3,18614,32,1,0,0,0,30,0.3543335108314207,1.04218134741519,0
54,31262,self-employed,9220,3,3460,50,2,0,0,0,49,0.11069854845792426,0.2949239551023114,0
37,38524,self-employed,21848,9,2939,38,3,0,0,0,25,0.07630972381615898,0.5671127785707982,0
23,64197,salaried,66719,12,6201,22,1,0,0,1,34,0.09660444267027408,1.039279456146688,0
54,63290,salaried,12397,3,4261,29,4,1,1,0,40,0.06732924105702563,0.19587352892221777,0
42,54129,self-employed,29931,6,5606,22,1,0,0,0,48,0.10356902275749104,0.5529508800963315,0
49,43036,self-employed,32605,6,5944,22,4,1,0,0,28,0.13811650364755768,0.757616829183509,0
49,47769,salaried,63828,6,11160,15,0,0,0,0,30,0.23362983339373988,1.336165223941443,0
25,45559,salaried,78817,12,6619,31,1,0,0,0,21,0.1452881582976713,1.7299766492584692,0
30,37496,salaried,96572,3,32903,40,2,0,1,0,40,0.8775254116725703,2.5755213183739993,1
30,33934,salaried,48090,6,8602,50,1,0,1,0,9,0.2535076375770457,1.417143815480863,1
29,56835,salaried,22012,9,2959,36,3,0,1,0,38,0.05206973533019386,0.3872930223523491,0
41,20565,salaried,78616,9,9142,35,4,0,0,0,41,0.44453067160012694,3.8226966676116794,1
33,62310,salaried,21870,6,3819,31,1,0,1,0,13,0.06130228756291502,0.3509848928893975,0
30,35868,salaried,12175,9,1905,18,2,1,1,0,37,0.0531321204772798,0.33943566734659925,0
58,20289,self-employed,16773,6,3246,31,4,0,0,0,17,0.1600264996336723,0.8266960809195798,0
31,31817,salaried,31617,9,3845,11,3,0,1,1,6,0.12087546507828603,0.9937007120750763,1
24,26883,salaried,68295,12,6321,5,4,1,0,0,35,0.23512420651599664,2.540369756804126,1
51,31364,salaried,29944,9,4042,7,3,0,0,0,1,0.12887988174543222,0.9546982323959641,0
54,31090,salaried,25729,3,9022,37,3,0,0,0,27,0.2902004304142059,0.8275465750476485,0
55,30494,salaried,72097,6,12296,20,0,0,0,0,44,0.40324056167118366,2.3642563273003923,1
59,35380,salaried,9623,12,1432,58,0,0,0,0,6,0.040500092312749265,0.27198487415916434,0
59,39028,student,14839,6,2804,6,1,0,1,0,4,0.07186580382173385,0.3802103082048995,0
53,51457,salaried,49091,9,5759,12,1,0,1,0,24,0.11193499040868493,0.9540032768647434,0
28,36325,salaried,50600,9,6182,38,1,1,0,0,38,0.17018340237371532,1.3929527950147431,1
52,44890,salaried,35646,12,3585,59,0,1,1,0,7,0.07986944615238017,0.7940688833051216,0
53,40112,salaried,14104,3,5498,51,0,1,0,0,43,0.1370658679652785,0.35160697680222236,0
28,48108,self-employed,95436,6,16257,15,4,1,0,0,36,0.33792901870975395,1.983757138998484,1
34,40700,salaried,46859,3,16246,38,2,0,0,0,25,0.39917420665260506,1.1513231011992084,0
54,30297,salaried,37450,9,4638,13,4,0,0,0,24,0.1530830881652026,1.2360685106856641,0
28,26227,salaried,7112,9,1033,56,4,0,0,0,43,0.03939193429709403,0.2711708768480439,0
27,43153,salaried,89242,3,30271,14,3,0,0,0,11,0.7014945742117261,2.0680157080023465,1
33,59100,self-employed,95265,9,11029,53,0,0,1,0,7,0.18661994347299438,1.6119104598113787,1
41,36563,salaried,30123,12,2750,21,3,0,0,0,46,0.0752375558998197,0.8238627138847792,0
52,29487,salaried,60789,9,7351,43,1,0,0,0,13,0.2493116523185151,2.0615493889941523,1
31,36157,salaried,46267,12,4433,30,2,0,0,0,39,0.12261602004935908,1.2795983389632197,0
34,31579,salaried,41992,6,7746,6,1,0,0,1,45,0.24529551266328728,1.3297409833696814,1
31,29995,student,55000,9,6586,36,2,1,0,0,37,0.21959964148009878,1.833621076562602,1
22,18346,salaried,29675,6,5193,35,3,1,0,1,40,0.28306453795626907,1.6175116391967654,1
54,36333,salaried,94893,9,11381,34,1,0,0,0,29,0.31325597718541814,2.6116949583812947,1
37,43536,salaried,65251,6,11656,40,0,0,1,0,15,0.26774426333365564,1.4987599883680844,1
34,23771,salaried,40583,12,3728,36,2,1,0,0,34,0.15685530513811055,1.707216896644358,1
45,26824,salaried,17685,12,1735,58,4,0,0,0,18,0.0646935586192214,0.6592754317953086,0
47,25779,self-employed,56884,12,5186,29,4,0,0,0,11,0.20117270471609122,2.206596274325089,1
28,19199,self-employed,81949,9,9463,59,2,1,0,0,11,0.49289912152306387,4.268214764932381,1
37,25666,self-employed,14507,6,2683,3,3,0,0,0,46,0.10453601601472476,0.5652198648913271,0
25,37032,salaried,36989,12,3239,5,2,0,1,0,4,0.08748370649182312,0.9988347000254298,0
32,19869,self-employed,84626,6,14340,9,4,0,0,0,42,0.7217412485702471,4.259169254450603,1
58,37936,salaried,13303,6,2128,20,3,1,0,0,23,0.056103551985020844,0.35066157168024964,0
38,29447,student,58635,12,5282,36,4,1,0,0,33,0.17938580491472847,1.9911370468992422,1
46,26065,salaried,70715,12,6299,36,2,0,0,0,24,0.2416892206164833,2.712997118145692,1
51,45658,salaried,36017,6,6603,36,3,0,1,0,45,0.1446338569546889,0.7888408532846474,0
57,30398,salaried,85223,12,7492,15,2,0,1,0,42,0.24647475575979444,2.80356191230627,1
26,32949,salaried,94566,3,32009,7,0,0,0,0,17,0.9714545928764443,2.870002941876304,1
35,59470,salaried,81509,6,13978,19,2,0,0,0,1,0.23504583933121265,1.3705878593315237,0
46,26199,salaried,90261,9,10528,57,0,0,1,0,8,0.4018814966061642,3.445186069805067,1
32,63488,salaried,84885,3,28951,34,0,0,1,0,3,0.4560190201554579,1.3370218300380312,1
34,34783,self-employed,63926,9,7589,11,4,0,0,1,2,0.2182071892123031,1.8378447933943105,1
21,22957,salaried,26076,12,2524,19,1,0,0,0,24,0.10996726000709589,1.13581418854065,0
37,31690,salaried,25082,12,2602,19,2,0,0,0,48,0.0821192953605626,0.7914606093336067,0
53,41031,self-employed,74058,12,6588,45,3,0,0,0,21,0.16055936622702244,1.804900549955309,0
49,58817,salaried,46235,9,5589,26,1,0,0,0,42,0.09503145775926468,0.7860747989653983,0
51,51982,self-employed,51050,3,17395,22,0,0,1,0,20,0.3346335060547772,0.9820636863945859,0
28,40958,self-employed,59301,6,10528,21,0,0,0,0,37,0.257054213680957,1.4478277094930443,0
50,58899,salaried,71101,3,24499,33,3,0,1,0,11,0.4159576307033373,1.2071612404346836,1
33,11784,salaried,56361,9,6655,21,2,0,0,0,41,0.5647778284241332,4.7826608239937665,1
36,43741,salaried,72556,12,6498,26,2,1,0,0,28,0.1485663580532386,1.6587404651502708,1
22,44649,salaried,57101,3,19567,14,4,0,1,0,41,0.43824668703759595,1.2788836783767388,1
38,44832,self-employed,72707,6,12759,56,0,1,1,0,6,0.284601977065888,1.6217607467118196,1
55,15847,student,18512,6,3640,43,3,1,1,0,28,0.22970834436553672,1.1681166367567724,1
39,24746,self-employed,54641,3,18811,18,1,0,0,0,5,0.7601704235580562,2.208046016695343,1
33,37502,salaried,26856,12,2895,50,2,0,0,0,21,0.07721015514239925,0.7161049331035142,0
24,56721,student,40674,9,4981,6,0,1,1,0,36,0.0878161111874089,0.7170778776147333,0
39,68728,self-employed,13310,6,2814,10,1,1,0,0,19,0.04094587451327438,0.19365924582585525,0
45,30033,self-employed,80359,6,13928,16,2,1,0,0,9,0.46376354904847317,2.6756480925777177,1
58,20352,salaried,38847,9,4720,47,2,1,0,1,11,0.23191683535756474,1.9087279367727956,1
51,52236,salaried,95596,3,32568,33,3,1,0,0,28,0.6234785016293595,1.8300641041256518,1
56,79215,salaried,39696,12,3772,42,0,0,0,0,29,0.04762064138175015,0.5011137322792631,0
24,56604,salaried,32129,12,3012,56,3,0,0,1,3,0.053219372045954456,0.5676089648627671,0
59,28770,salaried,50567,6,9034,2,4,0,1,0,8,0.31401674488749975,1.7575983710882115,1
27,82917,student,51423,12,4903,43,2,0,0,0,26,0.059139495147100755,0.6201737226087465,0
36,50301,self-employed,33096,9,4159,35,4,1,1,0,17,0.08269401102952607,0.6579460805865545,0
25,28134,self-employed,76760,3,25970,23,0,0,0,0,49,0.923084994382875,2.728293611457865,1
43,69014,salaried,58095,12,5024,56,2,0,0,0,35,0.07280368502956315,0.8417792296738896,0
56,26950,salaried,7413,9,1188,26,2,1,1,0,29,0.044091383856470476,0.27506368141737625,0
52,30683,salaried,60503,12,5556,20,3,0,1,0,40,0.18108847709464482,1.9718304760283452,1
44,50899,salaried,57120,9,6657,21,0,0,0,0,1,0.1307878965082693,1.1222155541891536,0
45,39626,salaried,69783,9,8753,43,2,1,1,1,47,0.22089240278801484,1.7610220552863356,1
48,40555,salaried,40887,12,3854,50,4,1,0,0,34,0.09503387131317889,1.008183754023669,0
39,40580,salaried,74519,12,6443,43,2,1,0,0,6,0.15878685611116675,1.8363310971270461,1
27,56717,salaried,64162,3,21980,26,1,0,1,0,27,0.3875491516890961,1.1312617910951848,0
37,10000,salaried,59404,3,20574,53,3,0,0,0,41,2.0574329145201933,5.9404,1
22,44267,salaried,32427,9,4343,25,3,0,0,0,22,0.09810930793397478,0.7325204139508764,0
36,35646,self-employed,35125,12,3560,7,0,0,1,0,20,0.09989567903081707,0.9853578117230073,0
59,28712,self-employed,39263,12,3977,28,3,0,0,0,37,0.13854218821752773,1.3674503655285368,0
38,28672,salaried,60914,12,5382,12,3,0,0,0,32,0.18773526288376025,2.1244410524103885,0
59,10000,salaried,13997,3,5702,37,4,1,0,0,34,0.5702717335340207,1.3997,1
21,28023,self-employed,33969,9,4282,43,3,0,0,0,22,0.15283397423713832,1.212151340442721,0
23,59356,self-employed,59999,12,5498,57,1,0,0,0,42,0.09262789521214863,1.0108169173891879,0
41,52480,student,20428,12,2241,23,0,0,0,0,37,0.042718671230352875,0.389246943281877,0
50,37129,salaried,9035,3,3474,53,2,0,0,0,3,0.0935812075093533,0.2433389919252312,0
31,18831,self-employed,64157,9,7844,51,3,0,0,0,26,0.41656618134178597,3.4069587739065863,1
42,52328,student,16373,12,1877,5,1,0,0,0,16,0.03587772030577424,0.3128914811248017,0
45,59647,salaried,65204,6,11212,14,3,0,0,0,38,0.18797474001929218,1.093151477539998,0
23,55512,salaried,38413,12,3242,52,0,0,0,0,23,0.058406087806631035,0.6919650408791757,0
50,25469,salaried,84820,9,9667,35,2,0,0,0,48,0.3795709175061064,3.3303078815676717,1
44,27026,self-employed,6603,3,2762,13,1,1,1,0,16,0.10222839254536696,0.24431287336150007,0
56,64838,salaried,91518,12,8135,4,4,0,1,0,7,0.1254664396903153,1.4114725298512476,1
43,21860,salaried,22760,6,4294,13,4,0,0,0,41,0.1964345751550563,1.0411265871315125,0
28,47173,self-employed,97004,6,16712,14,4,0,0,0,14,0.35427015670972395,2.056337051701752,1
24,13333,salaried,72756,12,6576,47,3,0,0,0,30,0.49324344469426057,5.456444449919659,1
59,35495,salaried,99280,9,11885,40,2,0,0,0,8,0.33486065060394427,2.7969924282353325,1
51,48777,student,90198,12,7819,53,4,0,0,0,9,0.16031971571020173,1.8491815115559318,0
49,39550,self-employed,54456,6,9684,18,3,0,1,0,36,0.24485580163489942,1.3768722353985443,1
56,47858,self-employed,82491,6,14819,32,2,0,0,0,37,0.30964437821305835,1.7236364614468838,1
33,21606,salaried,16091,12,1908,25,2,0,1,0,44,0.08831511342552857,0.7447149858254781,0
29,27699,self-employed,66617,9,7930,32,0,1,0,0,44,0.28630833426915364,2.4049484067747455,1
41,47227,student,8257,6,2238,26,2,1,0,0,9,0.047390774673095964,0.1748354077501185,0
23,50453,self-employed,31608,9,4230,19,4,0,0,0,27,0.08385009003300786,0.6264800545356639,0
45,43297,salaried,52616,6,9285,37,0,0,0,0,30,0.21446183633946683,1.2152289005889143,0
45,54205,salaried,48977,3,16575,12,1,1,0,0,39,0.30578502640379,0.9035368955671903,0
32,15141,salaried,32972,9,4114,36,4,0,0,1,39,0.27171750523809857,2.1775366066532413,1
49,33007,salaried,77250,3,26419,22,1,0,1,0,36,0.8004297126582584,2.340410459737488,1
31,67340,self-employed,57393,12,5367,38,4,1,0,0,45,0.07970371434217954,0.8522836546686076,0
31,59252,salaried,53336,3,18253,7,1,0,1,0,16,0.30806372199212634,0.9001547762702462,0
46,49504,salaried,50677,9,6328,20,1,1,0,0,25,0.12783744864381116,1.0236832168478223,0
